"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"CM0120","2020-04-19 09:00:00","4.000","193.000","6.000","27.500","0.660","1012.300","","0.000","-99.000","-99.000","-99.000","27.600","","24.400",""
"C0Z290","2020-04-19 09:00:00","946.000","0.000","0.100","19.800","0.990","911.000","","0.000","-99.000","-99.000","-99.000","19.800","","17.800",""
"C0V680","2020-04-19 09:00:00","40.000","149.000","2.800","28.100","0.710","1009.400","","0.000","-99.000","-99.000","-99.000","28.100","","24.600",""
"C0R760","2020-04-19 09:00:00","336.000","182.000","1.800","24.700","0.910","976.900","","1.000","-99.000","-99.000","-99.000","26.700","","23.400",""
"C0F9U0","2020-04-19 09:00:00","74.000","130.000","1.500","27.900","0.630","1004.500","","0.000","-99.000","-99.000","-99.000","27.900","","24.500",""
"C0AI10","2020-04-19 09:00:00","76.000","181.000","1.100","23.000","0.870","1003.900","","0.000","-99.000","-99.000","-99.000","23.000","","20.400",""
"C0V530","2020-04-19 09:00:00","34.000","139.000","2.400","28.000","0.650","1009.700","","0.000","-99.000","-99.000","-99.000","28.000","","23.900",""
"C0R790","2020-04-19 09:00:00","111.000","207.000","1.000","28.400","0.830","1002.100","","0.000","-99.000","-99.000","-99.000","28.800","","25.300",""
"C0R550","2020-04-19 09:00:00","38.000","188.000","4.800","28.900","0.720","1010.900","","0.000","-99.000","-99.000","-99.000","29.400","","21.400",""
"C0F9L0","2020-04-19 09:00:00","253.000","186.000","2.700","28.800","0.550","983.800","","0.000","-99.000","-99.000","-99.000","28.800","","23.000",""
"C0A950","2020-04-19 09:00:00","60.000","168.000","0.500","24.800","0.900","1006.400","","0.000","6.000","146.000","","24.800","","22.300",""
"C0R160","2020-04-19 09:00:00","45.000","127.000","1.500","28.500","0.670","1008.600","","0.000","-99.000","-99.000","-99.000","29.000","","22.600",""
"C0F9S0","2020-04-19 09:00:00","43.000","170.000","2.400","27.700","0.620","1008.200","","0.000","-99.000","-99.000","-99.000","27.700","","24.000",""
"C0M820","2020-04-19 09:00:00","980.000","0.000","0.000","21.800","0.540","908.300","","0.000","-99.000","-99.000","-99.000","22.700","","16.900",""
"C0G870","2020-04-19 09:00:00","12.000","193.000","2.500","27.200","0.640","1012.300","","0.000","-99.000","-99.000","-99.000","27.200","","23.700",""
"C0R530","2020-04-19 09:00:00","16.000","137.000","3.500","27.500","0.730","1012.500","","0.000","-99.000","-99.000","-99.000","28.000","","23.900",""
"C0A890","2020-04-19 09:00:00","40.000","0.000","0.000","24.500","0.840","1007.500","","0.000","-99.000","-99.000","-99.000","24.500","","20.500",""
"C0A660","2020-04-19 09:00:00","97.000","0.000","0.000","23.200","0.880","1001.600","","0.000","-99.000","-99.000","-99.000","23.200","","20.200",""
"C0T9H0","2020-04-19 09:00:00","725.000","123.000","1.200","24.600","0.880","934.900","","0.000","-99.000","-99.000","-99.000","25.400","","19.800",""
"C0R270","2020-04-19 09:00:00","51.000","146.000","2.400","28.100","0.800","1007.400","","0.000","-99.000","-99.000","-99.000","28.100","","25.400",""
"C0O980","2020-04-19 09:00:00","18.000","150.000","1.200","28.300","0.680","1013.000","","0.000","-99.000","-99.000","-99.000","28.300","","22.100",""
"C0T9I0","2020-04-19 09:00:00","152.000","74.000","1.100","26.400","0.710","998.100","","0.000","-99.000","-99.000","-99.000","27.400","","22.000",""
"C0V760","2020-04-19 09:00:00","30.000","148.000","3.000","28.300","0.710","1011.000","","0.000","-99.000","-99.000","-99.000","28.800","","24.300",""
"C0AG90","2020-04-19 09:00:00","25.000","100.000","0.800","25.300","0.780","1010.500","","0.000","-99.000","-99.000","-99.000","25.300","","22.200",""
"C0R570","2020-04-19 09:00:00","37.000","44.000","2.300","28.900","0.650","1009.100","","0.000","-99.000","-99.000","-99.000","29.300","","24.000",""
"C0O900","2020-04-19 09:00:00","9.000","175.000","2.800","28.800","0.800","1013.000","","0.000","-99.000","-99.000","-99.000","28.800","","22.600",""
"C0AD00","2020-04-19 09:00:00","86.000","348.000","1.200","24.700","0.850","1002.900","","0.000","-99.000","-99.000","-99.000","24.800","","22.900",""
"C0V700","2020-04-19 09:00:00","24.000","137.000","2.600","27.900","0.720","1010.700","","0.000","-99.000","-99.000","-99.000","28.000","","26.200",""
"C0AH00","2020-04-19 09:00:00","38.000","200.000","0.600","24.400","0.910","1008.200","","0.000","-99.000","-99.000","-99.000","24.400","","21.500",""
"C0X080","2020-04-19 09:00:00","2.000","156.000","4.000","28.300","0.700","1013.400","","0.000","-99.000","-99.000","-99.000","28.300","","22.400",""
"C0G910","2020-04-19 09:00:00","42.000","148.000","2.900","27.900","0.670","1007.200","","0.000","-99.000","-99.000","-99.000","27.900","","24.600",""
"C0I480","2020-04-19 09:00:00","2165.000","325.000","1.000","17.000","0.390","791.700","","0.000","-99.000","-99.000","-99.000","17.300","","11.400",""
"C0A550","2020-04-19 10:00:00","422.000","0.000","0.000","22.500","0.930","966.300","","0.000","-99.000","-99.000","-99.000","22.800","","18.400",""
"C0A560","2020-04-19 10:00:00","405.000","0.000","0.100","21.700","1.000","967.800","","0.000","-99.000","-99.000","-99.000","21.900","","17.400",""
"C0X190","2020-04-19 10:00:00","10.000","187.000","2.700","28.300","0.700","1012.200","","0.000","-99.000","-99.000","-99.000","28.300","","25.200",""
"C0S950","2020-04-19 10:00:00","415.000","203.000","2.700","25.800","0.770","966.300","","0.000","-99.000","-99.000","-99.000","25.800","","21.200",""
"C0I530","2020-04-19 10:00:00","3014.000","220.000","7.100","9.800","0.650","-99.000","","-99.000","14.200","206.000","","10.200","","6.500",""
"C0M670","2020-04-19 10:00:00","43.000","212.000","1.300","30.900","0.570","1007.400","","0.000","-99.000","-99.000","-99.000","30.900","","23.300",""
"C0Z061","2020-04-19 10:00:00","174.000","182.000","1.900","28.000","0.770","996.700","","0.000","-99.000","-99.000","-99.000","28.000","","21.000",""
"C0M730","2020-04-19 10:00:00","40.000","235.000","1.900","30.900","0.510","1007.600","","0.000","-99.000","-99.000","-99.000","30.900","","23.500",""
"C0U750","2020-04-19 10:00:00","398.000","187.000","3.700","21.500","0.960","968.100","","0.000","-99.000","-99.000","-99.000","22.900","","20.500",""
"C0A650","2020-04-19 10:00:00","287.000","0.000","0.000","-99.000","-99.000","980.500","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K400","2020-04-19 10:00:00","65.000","209.000","2.100","30.000","0.530","1005.800","","0.000","-99.000","-99.000","-99.000","30.000","","23.500",""
"C0I370","2020-04-19 10:00:00","671.000","345.000","1.000","24.700","0.610","940.100","","0.000","-99.000","-99.000","-99.000","24.800","","18.700",""
"C0S750","2020-04-19 10:00:00","2280.000","316.000","0.600","15.300","0.470","776.500","","0.000","-99.000","-99.000","-99.000","17.800","","10.700",""
"C0R650","2020-04-19 10:00:00","29.000","199.000","4.000","29.700","0.750","1011.800","","0.000","-99.000","-99.000","-99.000","29.700","","23.400",""
"C0E740","2020-04-19 10:00:00","27.000","249.000","2.000","30.000","0.540","-99.000","","0.000","-99.000","-99.000","-99.000","30.000","","23.000",""
"C0AI20","2020-04-19 10:00:00","25.000","9.000","0.900","22.700","0.890","1010.200","","0.000","-99.000","-99.000","-99.000","22.900","","21.400",""
"C0E550","2020-04-19 10:00:00","84.000","269.000","2.900","29.000","0.380","1003.000","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0X060","2020-04-19 10:00:00","19.000","190.000","4.000","31.000","0.570","1012.900","","0.000","-99.000","-99.000","-99.000","31.000","","22.500",""
"C0R510","2020-04-19 10:00:00","31.000","179.000","2.100","29.500","0.710","1009.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.200",""
"C0AC60","2020-04-19 10:00:00","55.000","5.000","0.600","25.300","0.770","1006.200","","0.000","-99.000","-99.000","-99.000","25.300","","21.400",""
"C0UA70","2020-04-19 10:00:00","547.000","179.000","2.200","21.900","0.990","952.400","","0.000","-99.000","-99.000","-99.000","22.800","","19.800",""
"C0G740","2020-04-19 10:00:00","24.000","217.000","2.700","28.200","0.710","1010.600","","0.000","-99.000","-99.000","-99.000","28.300","","24.000",""
"C0F9N0","2020-04-19 10:00:00","75.000","172.000","2.000","31.100","0.430","1004.000","","0.000","-99.000","-99.000","-99.000","31.100","","24.100",""
"C0F9T0","2020-04-19 10:00:00","111.000","175.000","2.100","29.000","0.540","999.400","","0.000","-99.000","-99.000","-99.000","29.000","","24.400",""
"C0S710","2020-04-19 10:00:00","382.000","226.000","0.600","25.500","0.840","972.000","","0.000","-99.000","-99.000","-99.000","25.500","","20.400",""
"C0M680","2020-04-19 10:00:00","37.000","190.000","2.200","29.300","0.640","1010.600","","0.000","-99.000","-99.000","-99.000","29.300","","23.300",""
"C0X220","2020-04-19 10:00:00","26.000","160.000","4.000","28.600","0.630","1010.500","","0.000","-99.000","-99.000","-99.000","28.600","","24.000",""
"C0R560","2020-04-19 10:00:00","22.000","150.000","2.500","29.000","0.750","1012.000","","0.000","-99.000","-99.000","-99.000","29.000","","23.900",""
"C0F9P0","2020-04-19 10:00:00","26.000","207.000","2.200","28.800","0.670","1010.100","","0.000","7.800","217.000","","28.800","","24.400",""
"C0O970","2020-04-19 10:00:00","71.000","163.000","1.500","28.800","0.640","1005.500","","0.000","-99.000","-99.000","-99.000","29.600","","21.800",""
"C0R700","2020-04-19 10:00:00","19.000","177.000","1.900","28.400","0.810","1012.600","","0.000","-99.000","-99.000","-99.000","28.900","","24.500",""
"C0R780","2020-04-19 10:00:00","72.000","183.000","4.300","29.300","0.730","1007.700","","0.000","-99.000","-99.000","-99.000","29.300","","26.300",""
"C0R620","2020-04-19 10:00:00","34.000","194.000","1.200","29.900","0.800","1011.500","","0.000","-99.000","-99.000","-99.000","29.900","","25.900",""
"C0C660","2020-04-19 10:00:00","176.000","296.000","0.500","25.000","0.810","993.100","","0.000","-99.000","-99.000","-99.000","25.200","","22.900",""
"C0SA10","2020-04-19 10:00:00","411.000","166.000","2.300","23.800","0.990","967.700","","0.000","-99.000","-99.000","-99.000","24.000","","21.700",""
"C0M740","2020-04-19 10:00:00","15.000","183.000","2.900","29.500","0.610","1010.900","","0.000","-99.000","-99.000","-99.000","29.500","","23.700",""
"C0K460","2020-04-19 10:00:00","60.000","230.000","2.600","29.600","0.580","1005.100","","0.000","-99.000","-99.000","-99.000","29.600","","23.500",""
"C0X100","2020-04-19 10:00:00","10.000","166.000","3.700","29.000","0.600","1010.700","","0.000","-99.000","-99.000","-99.000","29.000","","26.200",""
"C0K560","2020-04-19 10:00:00","117.000","27.000","0.300","29.600","0.580","1000.000","","0.000","-99.000","-99.000","-99.000","29.600","","22.300",""
"C0R150","2020-04-19 10:00:00","105.000","232.000","1.200","31.600","0.500","1001.100","","0.000","-99.000","-99.000","-99.000","31.600","","23.800",""
"C0S690","2020-04-19 10:00:00","522.000","223.000","1.700","24.700","0.900","955.500","","0.000","-99.000","-99.000","-99.000","24.900","","21.000",""
"C0U870","2020-04-19 10:00:00","474.000","0.000","0.000","22.400","0.790","960.800","","0.000","-99.000","-99.000","-99.000","24.400","","20.200",""
"C0A520","2020-04-19 10:00:00","48.000","327.000","0.500","25.700","0.760","1007.300","","0.000","-99.000","-99.000","-99.000","25.700","","21.600",""
"C0X130","2020-04-19 10:00:00","27.000","171.000","2.900","29.900","0.600","1009.500","","0.000","-99.000","-99.000","-99.000","29.900","","23.600",""
"C0V400","2020-04-19 10:00:00","56.000","160.000","3.600","28.700","0.690","1006.700","","0.000","-99.000","-99.000","-99.000","28.700","","23.600",""
"C0UA40","2020-04-19 10:00:00","1121.000","316.000","0.900","18.600","0.990","890.600","","0.000","-99.000","-99.000","-99.000","20.700","","16.600",""
"C0G720","2020-04-19 10:00:00","50.000","208.000","1.700","28.900","0.630","1006.700","","0.000","-99.000","-99.000","-99.000","28.900","","23.400",""
"C0G890","2020-04-19 10:00:00","24.000","213.000","3.200","28.700","0.710","1009.800","","0.000","-99.000","-99.000","-99.000","28.700","","24.800",""
"C0I540","2020-04-19 10:00:00","3344.000","-99.000","-99.000","6.100","0.800","685.400","","-99.000","-99.000","-99.000","-99.000","6.600","","4.600",""
"C0K390","2020-04-19 10:00:00","31.000","213.000","3.800","29.000","0.660","1009.500","","0.000","-99.000","-99.000","-99.000","29.000","","23.300",""
"C0R730","2020-04-19 10:00:00","163.000","184.000","2.400","30.400","0.750","996.600","","0.000","-99.000","-99.000","-99.000","30.400","","24.200",""
"C0T9A0","2020-04-19 10:00:00","498.000","0.000","0.200","23.800","0.990","958.400","","0.000","-99.000","-99.000","-99.000","24.900","","20.100",""
"C0AH40","2020-04-19 10:00:00","426.000","342.000","1.300","24.600","0.820","962.700","","0.000","-99.000","-99.000","-99.000","24.800","","20.900",""
"C0X280","2020-04-19 10:00:00","22.000","180.000","5.800","29.000","0.640","1011.400","","0.000","-99.000","-99.000","-99.000","29.000","","24.000",""
"C0V620","2020-04-19 10:00:00","18.000","154.000","3.500","28.800","0.730","1011.600","","0.000","-99.000","-99.000","-99.000","28.800","","24.300",""
"C0H960","2020-04-19 10:00:00","120.000","199.000","2.200","27.900","0.630","997.900","","0.000","-99.000","-99.000","-99.000","27.900","","23.200",""
"C0M530","2020-04-19 10:00:00","1385.000","221.000","0.800","21.900","0.550","870.800","","0.000","-99.000","-99.000","-99.000","21.900","","15.300",""
"C0R170","2020-04-19 10:00:00","26.000","184.000","1.100","30.800","0.660","1011.200","","0.000","-99.000","-99.000","-99.000","30.800","","22.300",""
"C0I420","2020-04-19 10:00:00","305.000","295.000","0.300","27.100","0.590","979.100","","0.000","-99.000","-99.000","-99.000","27.100","","20.200",""
"C0A640","2020-04-19 10:00:00","241.000","0.000","0.000","22.800","0.890","987.500","","0.000","-99.000","-99.000","-99.000","23.100","","19.300",""
"C0A930","2020-04-19 10:00:00","216.000","0.000","0.200","22.600","0.960","986.800","","0.000","-99.000","-99.000","-99.000","22.800","","20.000",""
"C0F9M0","2020-04-19 10:00:00","230.000","183.000","2.300","29.000","0.400","986.400","","0.000","-99.000","-99.000","-99.000","29.100","","22.700",""
"C0AC40","2020-04-19 10:00:00","1079.000","240.000","8.600","-99.000","0.880","894.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI00","2020-04-19 10:00:00","188.000","0.000","0.000","25.300","0.780","992.400","","0.000","-99.000","-99.000","-99.000","25.300","","21.600",""
"C0T9M0","2020-04-19 10:00:00","92.000","179.000","4.100","27.400","0.860","1004.400","","0.000","-99.000","-99.000","-99.000","28.500","","22.600",""
"C0S960","2020-04-19 10:00:00","32.000","194.000","5.300","27.800","0.860","1009.600","","0.000","10.400","189.000","","28.100","","24.100",""
"C0K430","2020-04-19 10:00:00","30.000","186.000","5.200","28.500","0.680","1010.300","","0.000","-99.000","-99.000","-99.000","28.500","","23.600",""
"C0Z170","2020-04-19 10:00:00","199.000","176.000","0.700","27.900","0.670","992.400","","0.000","-99.000","-99.000","-99.000","27.900","","21.300",""
"C0Z100","2020-04-19 10:00:00","36.000","238.000","0.700","28.000","0.690","1011.100","","0.000","-99.000","-99.000","-99.000","29.000","","21.800",""
"C0U710","2020-04-19 10:00:00","1942.000","91.000","0.500","17.300","0.550","810.500","","0.000","-99.000","-99.000","-99.000","18.000","","13.500",""
"C0SA30","2020-04-19 10:00:00","92.000","206.000","4.500","26.500","0.860","1004.000","","0.000","10.300","206.000","","27.700","","23.300",""
"C0V500","2020-04-19 10:00:00","6.000","177.000","1.100","28.700","0.820","1011.500","","0.000","-99.000","-99.000","-99.000","28.700","","26.300",""
"CM0160","2020-04-19 10:00:00","159.000","0.000","0.200","29.700","0.530","996.300","","0.000","-99.000","-99.000","-99.000","29.700","","21.800",""
"C0V350","2020-04-19 10:00:00","36.000","132.000","1.800","30.100","0.660","1011.000","","0.000","-99.000","-99.000","-99.000","30.100","","21.800",""
"C0W120","2020-04-19 10:00:00","58.000","205.000","7.000","25.000","0.880","1007.200","","0.000","-99.000","-99.000","-99.000","25.400","","23.700",""
"C0R470","2020-04-19 10:00:00","103.000","185.000","1.700","30.300","0.450","1002.900","","0.000","-99.000","-99.000","-99.000","30.300","","22.700",""
"C0M770","2020-04-19 10:00:00","164.000","201.000","2.600","30.000","0.440","993.800","","0.000","-99.000","-99.000","-99.000","30.100","","23.100",""
"C0S930","2020-04-19 10:00:00","248.000","186.000","0.400","25.200","0.700","986.400","","0.000","-99.000","-99.000","-99.000","25.200","","20.600",""
"C0F9Y0","2020-04-19 10:00:00","3313.000","249.000","3.600","9.300","0.660","689.100","","0.000","12.500","221.000","","11.300","","5.400",""
"C0E790","2020-04-19 10:00:00","344.000","178.000","2.100","29.100","0.420","973.700","","0.000","8.300","210.000","","29.300","","21.200",""
"C0O810","2020-04-19 10:00:00","161.000","17.000","1.400","31.000","0.580","995.800","","0.000","-99.000","-99.000","-99.000","31.300","","22.700",""
"C0R520","2020-04-19 10:00:00","18.000","179.000","3.100","29.200","0.790","1012.100","","0.000","-99.000","-99.000","-99.000","29.200","","23.800",""
"C0G880","2020-04-19 10:00:00","92.000","135.000","0.700","29.300","0.520","1002.400","","0.000","-99.000","-99.000","-99.000","29.300","","23.000",""
"C0R260","2020-04-19 10:00:00","76.000","200.000","1.100","31.300","0.670","1005.400","","0.000","-99.000","-99.000","-99.000","31.600","","23.300",""
"C0U950","2020-04-19 10:00:00","1012.000","138.000","3.200","18.800","0.940","903.400","","0.000","-99.000","-99.000","-99.000","19.200","","17.100",""
"C0O860","2020-04-19 10:00:00","38.000","172.000","2.100","29.800","0.630","1008.500","","0.000","-99.000","-99.000","-99.000","29.800","","23.200",""
"C0R320","2020-04-19 10:00:00","7.000","187.000","2.600","31.500","0.660","1013.800","","0.000","-99.000","-99.000","-99.000","31.500","","24.600",""
"C0S980","2020-04-19 10:00:00","901.000","244.000","5.200","23.100","0.910","915.100","","0.000","-99.000","-99.000","-99.000","23.100","","19.100",""
"C0X110","2020-04-19 10:00:00","20.000","201.000","3.500","28.700","0.690","1011.800","","0.000","-99.000","-99.000","-99.000","28.700","","24.800",""
"C0V310","2020-04-19 10:00:00","46.000","209.000","1.500","29.900","0.380","1007.900","","0.000","-99.000","-99.000","-99.000","30.300","","22.000",""
"C0G620","2020-04-19 10:00:00","110.000","150.000","1.500","29.200","0.620","1000.000","","0.000","-99.000","-99.000","-99.000","29.200","","22.300",""
"C0AD50","2020-04-19 10:00:00","84.000","355.000","1.000","24.700","1.000","1003.600","","0.000","-99.000","-99.000","-99.000","24.700","","21.600",""
"C0A9A0","2020-04-19 10:00:00","24.000","0.000","0.000","25.700","0.780","1009.900","","0.000","-99.000","-99.000","-99.000","25.700","","22.400",""
"C0O830","2020-04-19 10:00:00","127.000","156.000","1.000","31.900","0.440","999.300","","0.000","-99.000","-99.000","-99.000","32.500","","21.900",""
"C0S760","2020-04-19 10:00:00","1621.000","336.000","0.500","20.000","0.680","841.200","","0.000","-99.000","-99.000","-99.000","20.000","","14.200",""
"C0X160","2020-04-19 10:00:00","26.000","160.000","4.300","28.900","0.700","1010.300","","0.000","-99.000","-99.000","-99.000","29.000","","23.700",""
"C0C490","2020-04-19 10:00:00","157.000","336.000","0.700","25.300","0.710","994.800","","0.000","-99.000","-99.000","-99.000","25.300","","22.300",""
"C0F970","2020-04-19 10:00:00","145.000","167.000","2.000","29.900","0.420","995.500","","0.000","-99.000","-99.000","-99.000","29.900","","22.800",""
"C0R440","2020-04-19 10:00:00","1679.000","75.000","1.000","16.500","1.000","837.100","","0.000","6.700","230.000","","16.500","","14.500",""
"C0M690","2020-04-19 10:00:00","33.000","226.000","4.600","29.800","0.570","1008.500","","0.000","-99.000","-99.000","-99.000","29.800","","22.600",""
"C0V690","2020-04-19 10:00:00","30.000","163.000","4.600","28.300","0.820","1011.100","","0.000","-99.000","-99.000","-99.000","28.500","","26.800",""
"C0Z210","2020-04-19 10:00:00","126.000","181.000","1.700","27.000","0.680","1000.100","","0.000","-99.000","-99.000","-99.000","27.000","","20.700",""
"C0U770","2020-04-19 10:00:00","5.000","336.000","1.100","25.700","0.760","1012.900","","0.000","-99.000","-99.000","-99.000","25.800","","22.000",""
"C0Z080","2020-04-19 10:00:00","298.000","315.000","0.400","27.500","0.720","979.900","","0.000","-99.000","-99.000","-99.000","27.500","","20.000",""
"C0G640","2020-04-19 10:00:00","17.000","195.000","1.300","28.800","0.670","1013.700","","0.000","-99.000","-99.000","-99.000","28.900","","23.100",""
"C0X200","2020-04-19 10:00:00","61.000","156.000","2.400","29.000","0.610","1006.300","","0.000","-99.000","-99.000","-99.000","29.300","","21.500",""
"C0U900","2020-04-19 10:00:00","63.000","305.000","0.700","24.800","0.810","1007.400","","0.000","-99.000","-99.000","-99.000","24.800","","22.000",""
"C0Z230","2020-04-19 10:00:00","31.000","202.000","5.600","26.000","0.710","1010.400","","0.000","-99.000","-99.000","-99.000","26.300","","23.400",""
"C0F9O0","2020-04-19 10:00:00","175.000","0.000","0.200","30.100","0.460","992.800","","0.000","-99.000","-99.000","-99.000","30.300","","23.900",""
"C0R770","2020-04-19 10:00:00","93.000","252.000","2.600","29.000","0.730","1003.700","","0.000","-99.000","-99.000","-99.000","29.000","","23.400",""
"C0C540","2020-04-19 10:00:00","46.000","253.000","1.500","26.100","0.750","1007.400","","0.000","-99.000","-99.000","-99.000","26.100","","22.700",""
"C0G770","2020-04-19 10:00:00","15.000","225.000","1.600","29.500","0.660","1011.400","","0.000","-99.000","-99.000","-99.000","29.700","","25.100",""
"C0V670","2020-04-19 10:00:00","20.000","151.000","3.600","29.400","0.690","1011.300","","0.000","-99.000","-99.000","-99.000","29.400","","26.100",""
"C0A870","2020-04-19 10:00:00","685.000","0.000","0.100","22.300","0.840","934.900","","0.000","-99.000","-99.000","-99.000","22.300","","18.800",""
"C0R220","2020-04-19 10:00:00","23.000","177.000","1.900","29.500","0.870","1011.600","","0.000","-99.000","-99.000","-99.000","29.500","","23.100",""
"C0Z220","2020-04-19 10:00:00","589.000","255.000","0.700","22.800","0.820","949.200","","0.000","-99.000","-99.000","-99.000","23.200","","19.300",""
"C0D560","2020-04-19 10:00:00","147.000","325.000","0.800","25.700","0.710","996.200","","0.000","-99.000","-99.000","-99.000","25.700","","22.600",""
"C0I380","2020-04-19 10:00:00","258.000","106.000","1.700","27.600","0.570","983.000","","0.000","-99.000","-99.000","-99.000","27.600","","22.300",""
"C0Z020","2020-04-19 10:00:00","211.000","218.000","3.500","25.300","0.900","989.000","","0.000","-99.000","-99.000","-99.000","25.300","","20.600",""
"C0Z190","2020-04-19 10:00:00","62.000","0.000","0.200","26.600","0.790","1006.500","","0.000","-99.000","-99.000","-99.000","27.000","","23.000",""
"C0C710","2020-04-19 10:00:00","143.000","317.000","1.700","23.900","0.910","996.600","","0.000","-99.000","-99.000","-99.000","23.900","","19.300",""
"C0D360","2020-04-19 10:00:00","523.000","0.000","0.000","22.800","0.780","952.100","","0.000","-99.000","-99.000","-99.000","22.800","","18.200",""
"C0C680","2020-04-19 10:00:00","228.000","17.000","1.000","23.700","0.730","985.200","","0.000","-99.000","-99.000","-99.000","24.700","","20.700",""
"C0X140","2020-04-19 10:00:00","17.000","173.000","1.900","29.700","0.610","1011.400","","0.000","-99.000","-99.000","-99.000","29.700","","24.600",""
"C0V710","2020-04-19 10:00:00","34.000","190.000","3.700","29.200","0.720","1009.800","","0.000","-99.000","-99.000","-99.000","29.200","","25.500",""
"C0G840","2020-04-19 10:00:00","32.000","0.000","0.000","28.900","0.700","1008.600","","0.000","-99.000","-99.000","-99.000","28.900","","23.200",""
"C0S890","2020-04-19 10:00:00","238.000","158.000","0.800","25.400","0.820","990.000","","0.000","-99.000","-99.000","-99.000","25.400","","19.700",""
"C0T820","2020-04-19 10:00:00","550.000","0.000","0.000","23.400","0.660","955.900","","0.000","-99.000","-99.000","-99.000","23.500","","18.400",""
"C0F9I0","2020-04-19 10:00:00","194.000","195.000","2.900","28.500","0.550","990.300","","0.000","8.700","209.000","","28.500","","23.200",""
"C0C650","2020-04-19 10:00:00","208.000","0.000","0.000","24.100","0.710","989.000","","0.000","-99.000","-99.000","-99.000","24.100","","21.000",""
"C0R600","2020-04-19 10:00:00","766.000","247.000","2.400","25.100","0.700","929.600","","0.000","-99.000","-99.000","-99.000","25.600","","21.800",""
"C0Z320","2020-04-19 10:00:00","646.000","105.000","0.700","24.900","0.580","942.300","","0.000","-99.000","-99.000","-99.000","25.600","","16.600",""
"C0V210","2020-04-19 10:00:00","734.000","265.000","0.700","27.900","0.320","934.300","","0.000","-99.000","-99.000","-99.000","28.300","","17.100",""
"C0K240","2020-04-19 10:00:00","1132.000","134.000","3.700","23.400","0.440","893.700","","0.000","-99.000","-99.000","-99.000","23.900","","17.300",""
"C0M520","2020-04-19 10:00:00","15.000","185.000","2.100","29.300","0.600","1011.100","","0.000","8.700","166.000","","29.300","","23.000",""
"C0A530","2020-04-19 10:00:00","300.000","0.000","0.000","21.200","0.990","979.000","","0.000","-99.000","-99.000","-99.000","21.200","","18.300",""
"C0E820","2020-04-19 10:00:00","220.000","212.000","4.100","28.300","0.470","986.800","","0.000","-99.000","-99.000","-99.000","28.300","","21.200",""
"C0K450","2020-04-19 10:00:00","35.000","210.000","3.100","29.500","0.620","1008.200","","0.000","-99.000","-99.000","-99.000","29.500","","23.500",""
"C0G760","2020-04-19 10:00:00","53.000","239.000","1.300","29.100","0.640","1009.100","","0.000","-99.000","-99.000","-99.000","29.100","","23.700",""
"CM0120","2020-04-19 10:00:00","4.000","214.000","5.800","28.700","0.620","1012.700","","0.000","-99.000","-99.000","-99.000","28.700","","24.400",""
"C0Z290","2020-04-19 10:00:00","946.000","166.000","0.300","21.900","0.900","910.500","","0.000","-99.000","-99.000","-99.000","21.900","","17.800",""
"C0V680","2020-04-19 10:00:00","40.000","165.000","3.200","29.400","0.710","1009.000","","0.000","-99.000","-99.000","-99.000","29.400","","24.600",""
"C0R760","2020-04-19 10:00:00","336.000","196.000","3.100","25.700","0.900","976.800","","1.000","-99.000","-99.000","-99.000","26.700","","23.400",""
"C0F9U0","2020-04-19 10:00:00","74.000","112.000","0.600","29.600","0.550","1004.600","","0.000","-99.000","-99.000","-99.000","29.600","","24.500",""
"C0AI10","2020-04-19 10:00:00","76.000","188.000","0.600","23.200","0.870","1003.300","","0.000","-99.000","-99.000","-99.000","23.200","","20.400",""
"C0V530","2020-04-19 10:00:00","34.000","163.000","1.500","28.700","0.630","1009.500","","0.000","7.400","153.000","","29.200","","23.900",""
"C0R790","2020-04-19 10:00:00","111.000","229.000","0.600","29.100","0.780","1002.000","","0.000","-99.000","-99.000","-99.000","29.600","","25.300",""
"C0R550","2020-04-19 10:00:00","38.000","191.000","5.600","29.900","0.690","1010.400","","0.000","-99.000","-99.000","-99.000","29.900","","21.400",""
"C0F9L0","2020-04-19 10:00:00","253.000","195.000","3.400","29.800","0.450","983.700","","0.000","-99.000","-99.000","-99.000","29.800","","23.000",""
"C0A950","2020-04-19 10:00:00","60.000","132.000","3.000","23.700","0.970","1006.200","","0.000","-99.000","-99.000","-99.000","25.200","","22.300",""
"C0R160","2020-04-19 10:00:00","45.000","158.000","2.600","29.100","0.760","1008.300","","0.000","-99.000","-99.000","-99.000","29.100","","22.600",""
"C0F9S0","2020-04-19 10:00:00","43.000","184.000","1.800","28.600","0.590","1008.100","","0.000","-99.000","-99.000","-99.000","28.600","","24.000",""
"C0M820","2020-04-19 10:00:00","980.000","0.000","0.000","24.200","0.460","907.800","","0.000","-99.000","-99.000","-99.000","25.400","","16.900",""
"C0G870","2020-04-19 10:00:00","12.000","221.000","2.800","28.900","0.550","1012.500","","0.000","-99.000","-99.000","-99.000","28.900","","23.700",""
