"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G650","2020-04-19 01:00:00","34.000","0.000","0.000","25.100","0.880","1009.100","","0.000","-99.000","-99.000","-99.000","25.100","","25.000",""
"C0K580","2020-04-19 01:00:00","26.000","91.000","0.300","24.400","0.990","1011.400","","0.000","-99.000","-99.000","-99.000","24.600","","24.400",""
"C0X050","2020-04-19 01:00:00","25.000","0.000","0.000","23.900","0.960","1009.200","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"CM0100","2020-04-19 01:00:00","25.000","130.000","0.800","23.800","0.770","1010.400","","0.000","-99.000","-99.000","-99.000","23.800","","23.600",""
"C0AC70","2020-04-19 01:00:00","71.000","0.000","0.000","22.500","0.850","1005.000","","0.000","-99.000","-99.000","-99.000","23.400","","22.500",""
"CM0130","2020-04-19 01:00:00","11.000","120.000","1.600","26.800","0.790","1012.400","","0.000","-99.000","-99.000","-99.000","27.000","","26.700",""
"C0W110","2020-04-19 01:00:00","16.000","9.000","5.100","17.900","0.970","1012.600","","0.000","-99.000","-99.000","-99.000","18.000","","17.800",""
"C0R670","2020-04-19 01:00:00","26.000","0.000","0.200","25.100","0.790","1011.900","","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0X120","2020-04-19 01:00:00","28.000","96.000","1.100","26.200","0.810","1010.900","","0.000","-99.000","-99.000","-99.000","26.600","","26.200",""
"C0R100","2020-04-19 01:00:00","1006.000","262.000","0.500","18.200","0.980","904.600","","0.000","-99.000","-99.000","-99.000","18.300","","18.000",""
"C0R740","2020-04-19 01:00:00","58.000","98.000","0.600","25.700","0.780","1007.600","","0.000","-99.000","-99.000","-99.000","26.300","","25.700",""
"C0C700","2020-04-19 01:00:00","151.000","131.000","1.300","22.500","0.840","996.300","","0.000","-99.000","-99.000","-99.000","22.500","","22.300",""
"C0W130","2020-04-19 01:00:00","18.000","33.000","1.200","24.800","0.910","1009.800","","0.000","-99.000","-99.000","-99.000","24.800","","24.700",""
"C0F9R0","2020-04-19 01:00:00","20.000","0.000","0.000","25.100","1.000","1011.700","","0.000","-99.000","-99.000","-99.000","25.200","","25.100",""
"C0V660","2020-04-19 01:00:00","25.000","103.000","1.500","25.500","0.890","1010.500","","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0G780","2020-04-19 01:00:00","27.000","118.000","0.800","25.300","0.800","1010.000","","0.000","-99.000","-99.000","-99.000","25.900","","25.300",""
"C0S840","2020-04-19 01:00:00","22.000","255.000","1.600","24.700","0.950","1013.300","","0.000","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0Z150","2020-04-19 01:00:00","27.000","216.000","2.400","23.200","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","23.700","","23.200",""
"C0R690","2020-04-19 02:00:00","248.000","145.000","1.400","24.100","0.990","984.700","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0X150","2020-04-19 02:00:00","18.000","145.000","0.300","26.400","0.830","1011.700","","0.000","-99.000","-99.000","-99.000","26.400","","26.000",""
"C0Z050","2020-04-19 02:00:00","830.000","296.000","0.400","18.400","0.850","923.800","","0.000","-99.000","-99.000","-99.000","18.800","","18.400",""
"C0I490","2020-04-19 02:00:00","1601.000","72.000","1.000","14.400","0.950","843.000","","0.000","-99.000","-99.000","-99.000","15.200","","14.400",""
"C0I090","2020-04-19 02:00:00","910.000","194.000","0.900","18.500","1.000","913.300","","0.000","-99.000","-99.000","-99.000","19.200","","18.500",""
"C0X240","2020-04-19 02:00:00","394.000","139.000","0.400","21.500","0.920","969.000","","0.000","-99.000","-99.000","-99.000","22.200","","21.500",""
"C0S990","2020-04-19 02:00:00","409.000","164.000","1.200","22.800","0.960","968.200","","0.000","-99.000","-99.000","-99.000","23.300","","22.800",""
"C0E850","2020-04-19 02:00:00","104.000","0.000","0.000","22.000","0.920","1000.300","","0.000","-99.000","-99.000","-99.000","22.400","","21.900",""
"C0T9B0","2020-04-19 02:00:00","558.000","345.000","0.600","20.400","0.930","951.800","","0.000","-99.000","-99.000","-99.000","21.200","","20.200",""
"C0G650","2020-04-19 02:00:00","34.000","0.000","0.000","24.900","0.850","1008.500","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0T9E0","2020-04-19 02:00:00","415.000","199.000","0.600","21.100","0.960","967.800","","0.000","-99.000","-99.000","-99.000","21.400","","21.100",""
"C0D550","2020-04-19 02:00:00","1956.000","132.000","0.400","14.800","0.580","811.700","","0.000","-99.000","-99.000","-99.000","16.100","","13.300",""
"C0C630","2020-04-19 02:00:00","209.000","200.000","1.400","21.400","0.850","989.100","","0.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0O830","2020-04-19 02:00:00","127.000","0.000","0.200","23.200","0.990","998.400","","0.000","-99.000","-99.000","-99.000","23.700","","22.800",""
"C0A9A0","2020-04-19 02:00:00","24.000","0.000","0.000","22.600","0.910","1010.100","","0.000","-99.000","-99.000","-99.000","23.300","","22.500",""
"C0AD50","2020-04-19 02:00:00","84.000","0.000","0.200","21.700","1.000","1003.700","","0.000","-99.000","-99.000","-99.000","22.300","","21.700",""
"C0G620","2020-04-19 02:00:00","110.000","221.000","0.800","23.200","0.920","999.900","","0.000","-99.000","-99.000","-99.000","23.500","","23.200",""
"C0V310","2020-04-19 02:00:00","46.000","269.000","0.800","23.600","0.890","1006.600","","0.000","-99.000","-99.000","-99.000","24.800","","23.600",""
"C0X110","2020-04-19 02:00:00","20.000","136.000","1.200","25.700","0.960","1010.500","","0.000","-99.000","-99.000","-99.000","26.800","","25.700",""
"C0S980","2020-04-19 02:00:00","901.000","240.000","1.700","19.200","1.000","914.500","","0.000","-99.000","-99.000","-99.000","19.400","","19.100",""
"C0R320","2020-04-19 02:00:00","7.000","101.000","1.000","25.100","0.880","1012.400","","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0O860","2020-04-19 02:00:00","38.000","0.000","0.000","24.900","0.990","1007.500","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0U950","2020-04-19 02:00:00","1012.000","279.000","3.300","17.100","1.000","903.000","","0.000","-99.000","-99.000","-99.000","17.700","","17.100",""
"C0R260","2020-04-19 02:00:00","76.000","107.000","0.800","23.700","0.870","1003.600","","0.000","-99.000","-99.000","-99.000","24.500","","23.700",""
"C0G880","2020-04-19 02:00:00","92.000","66.000","0.700","24.100","0.780","1002.200","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0A650","2020-04-19 02:00:00","287.000","0.000","0.000","-99.000","-99.000","980.700","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U750","2020-04-19 02:00:00","398.000","204.000","4.100","20.700","0.970","967.600","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0M730","2020-04-19 02:00:00","40.000","0.000","0.000","25.000","0.810","1007.100","","0.000","-99.000","-99.000","-99.000","25.300","","24.900",""
"C0Z061","2020-04-19 02:00:00","174.000","82.000","0.300","22.300","0.990","996.800","","0.000","-99.000","-99.000","-99.000","22.800","","22.300",""
"C0M670","2020-04-19 02:00:00","43.000","54.000","0.400","24.300","0.840","1006.900","","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0I530","2020-04-19 02:00:00","3014.000","228.000","5.700","6.900","0.830","-99.000","","-99.000","-99.000","-99.000","-99.000","7.800","","6.800",""
"C0A880","2020-04-19 02:00:00","6.000","253.000","1.000","21.400","0.940","1010.900","","0.000","-99.000","-99.000","-99.000","21.700","","21.300",""
"C0S950","2020-04-19 02:00:00","415.000","178.000","0.800","21.900","0.960","966.200","","0.000","-99.000","-99.000","-99.000","22.200","","21.800",""
"C0X190","2020-04-19 02:00:00","10.000","185.000","0.600","26.400","0.830","1011.000","","0.000","-99.000","-99.000","-99.000","26.700","","26.100",""
"C0A560","2020-04-19 02:00:00","405.000","0.000","0.000","17.900","1.000","967.900","","0.000","-99.000","-99.000","-99.000","18.600","","17.800",""
"C0R540","2020-04-19 02:00:00","17.000","99.000","0.800","25.000","0.780","1010.300","","0.000","-99.000","-99.000","-99.000","26.200","","25.000",""
"C0K480","2020-04-19 02:00:00","56.000","83.000","1.300","23.900","0.990","1005.800","","0.000","-99.000","-99.000","-99.000","25.100","","23.900",""
"C0H890","2020-04-19 02:00:00","440.000","0.000","0.000","21.100","0.890","963.200","","0.000","-99.000","-99.000","-99.000","21.400","","21.000",""
"C0S770","2020-04-19 02:00:00","375.000","238.000","1.000","21.400","0.940","971.100","","0.000","-99.000","-99.000","-99.000","21.500","","21.100",""
"C0X230","2020-04-19 02:00:00","29.000","0.000","0.200","24.600","0.830","1010.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.400",""
"C0B010","2020-04-19 02:00:00","38.000","241.000","0.900","21.200","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","21.600","","21.100",""
"C0R490","2020-04-19 02:00:00","49.000","0.000","0.200","25.500","0.860","1006.400","","0.000","-99.000","-99.000","-99.000","26.100","","25.500",""
"C0V440","2020-04-19 02:00:00","27.000","116.000","0.900","25.700","0.870","1008.900","","0.000","-99.000","-99.000","-99.000","26.800","","25.700",""
"C0SA40","2020-04-19 02:00:00","200.000","0.000","0.100","20.400","0.960","991.400","","0.000","-99.000","-99.000","-99.000","21.500","","20.400",""
"C0Z280","2020-04-19 02:00:00","224.000","163.000","0.900","21.800","0.990","989.200","","0.000","-99.000","-99.000","-99.000","22.600","","21.800",""
"C0Z070","2020-04-19 02:00:00","247.000","147.000","0.600","22.000","0.990","984.800","","0.000","-99.000","-99.000","-99.000","22.700","","22.000",""
"CM0180","2020-04-19 02:00:00","313.000","0.000","0.100","21.800","0.830","978.300","","0.000","-99.000","-99.000","-99.000","22.600","","21.400",""
"C0T9N0","2020-04-19 02:00:00","261.000","198.000","1.900","22.500","0.910","984.200","","0.000","-99.000","-99.000","-99.000","22.900","","21.900",""
"C0R800","2020-04-19 02:00:00","131.000","69.000","1.600","24.200","0.890","997.900","","0.000","-99.000","-99.000","-99.000","25.200","","24.100",""
"C0K470","2020-04-19 02:00:00","97.000","0.000","0.000","23.000","0.990","1001.300","","0.000","-99.000","-99.000","-99.000","24.200","","23.000",""
"C0R720","2020-04-19 02:00:00","214.000","171.000","2.600","24.600","0.990","989.500","","0.000","-99.000","-99.000","-99.000","24.700","","24.600",""
"C0V650","2020-04-19 02:00:00","28.000","117.000","1.600","25.000","0.910","1011.100","","0.000","-99.000","-99.000","-99.000","25.900","","25.000",""
"C0R830","2020-04-19 02:00:00","383.000","144.000","0.700","22.900","0.980","970.200","","0.000","-99.000","-99.000","-99.000","23.100","","22.900",""
"C0H9C0","2020-04-19 02:00:00","3402.000","194.000","0.800","4.700","0.910","678.900","","0.000","-99.000","-99.000","-99.000","6.200","","4.600",""
"C0U780","2020-04-19 02:00:00","15.000","266.000","0.700","23.000","0.990","1011.500","","0.000","-99.000","-99.000","-99.000","23.900","","23.000",""
"C0U760","2020-04-19 02:00:00","22.000","0.000","0.000","22.000","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","22.000","","21.800",""
"C0X290","2020-04-19 02:00:00","10.000","119.000","1.000","25.400","0.860","1011.200","","0.000","-99.000","-99.000","-99.000","26.000","","25.400",""
"C0E830","2020-04-19 02:00:00","37.000","151.000","0.700","23.600","0.830","1008.200","","0.000","-99.000","-99.000","-99.000","23.600","","23.000",""
"C0K330","2020-04-19 02:00:00","38.000","0.000","0.200","24.500","1.000","1007.700","","0.000","-99.000","-99.000","-99.000","25.000","","24.400",""
"C0M660","2020-04-19 02:00:00","40.000","42.000","0.900","24.200","0.880","1008.300","","0.000","-99.000","-99.000","-99.000","24.500","","24.100",""
"C0D580","2020-04-19 02:00:00","120.000","0.000","0.000","21.600","0.960","999.000","","0.000","-99.000","-99.000","-99.000","21.800","","21.500",""
"C0R640","2020-04-19 02:00:00","21.000","136.000","1.300","26.700","0.840","1010.100","","0.000","-99.000","-99.000","-99.000","27.000","","26.700",""
"C0E810","2020-04-19 02:00:00","53.000","0.000","0.200","21.600","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","21.600","","21.300",""
"C0G830","2020-04-19 02:00:00","27.000","79.000","0.700","24.200","0.990","-99.000","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0G750","2020-04-19 02:00:00","31.000","80.000","0.600","24.400","0.840","1009.800","","-99.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0Z270","2020-04-19 02:00:00","343.000","262.000","1.000","21.500","0.990","975.000","","0.000","-99.000","-99.000","-99.000","21.900","","21.500",""
"C0UA30","2020-04-19 02:00:00","1397.000","0.000","0.200","16.700","0.990","861.500","","0.000","-99.000","-99.000","-99.000","16.700","","16.200",""
"C0I080","2020-04-19 02:00:00","536.000","0.000","0.000","20.500","0.850","956.000","","0.000","-99.000","-99.000","-99.000","20.900","","19.600",""
"C0UA00","2020-04-19 02:00:00","392.000","182.000","0.600","19.400","0.890","970.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.400",""
"C0AD40","2020-04-19 02:00:00","32.000","0.000","0.000","20.700","0.930","1009.100","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0G900","2020-04-19 02:00:00","20.000","78.000","1.900","25.700","0.830","1009.600","","0.000","-99.000","-99.000","-99.000","26.100","","25.700",""
"C0S660","2020-04-19 02:00:00","794.000","224.000","1.600","18.000","0.900","927.700","","0.000","-99.000","-99.000","-99.000","18.600","","17.700",""
"C0M640","2020-04-19 02:00:00","155.000","0.000","0.000","23.500","0.890","994.700","","0.000","-99.000","-99.000","-99.000","24.600","","23.500",""
"C0R660","2020-04-19 02:00:00","20.000","148.000","1.900","24.500","0.760","1010.800","","0.000","-99.000","-99.000","-99.000","25.100","","24.400",""
"C0UA10","2020-04-19 02:00:00","1711.000","319.000","0.700","13.000","0.860","832.900","","0.000","-99.000","-99.000","-99.000","13.000","","12.100",""
"C0V770","2020-04-19 02:00:00","26.000","145.000","1.400","25.600","0.810","1009.400","","0.000","-99.000","-99.000","-99.000","26.200","","25.600",""
"C0E730","2020-04-19 02:00:00","26.000","0.000","0.000","23.800","0.860","1008.200","","0.000","-99.000","-99.000","-99.000","24.400","","23.700",""
"C0V810","2020-04-19 02:00:00","32.000","139.000","2.200","26.600","0.780","1007.700","","0.000","-99.000","-99.000","-99.000","27.300","","26.600",""
"C0K580","2020-04-19 02:00:00","26.000","53.000","0.300","24.100","0.990","1010.800","","0.000","-99.000","-99.000","-99.000","24.600","","24.000",""
"C0X050","2020-04-19 02:00:00","25.000","259.000","0.300","24.300","0.930","1008.400","","0.000","-99.000","-99.000","-99.000","24.500","","23.900",""
"CM0100","2020-04-19 02:00:00","25.000","140.000","1.900","23.500","0.780","1009.600","","0.000","-99.000","-99.000","-99.000","23.800","","23.500",""
"CM0130","2020-04-19 02:00:00","11.000","76.000","1.900","25.800","0.790","1011.900","","0.000","-99.000","-99.000","-99.000","27.000","","25.800",""
"C0W110","2020-04-19 02:00:00","16.000","2.000","4.600","17.900","0.970","1011.900","","0.000","-99.000","-99.000","-99.000","18.000","","17.800",""
"C0R670","2020-04-19 02:00:00","26.000","102.000","0.700","24.900","0.820","1010.900","","0.000","-99.000","-99.000","-99.000","25.900","","24.800",""
"C0X120","2020-04-19 02:00:00","28.000","149.000","0.900","25.700","0.820","1010.300","","0.000","-99.000","-99.000","-99.000","26.600","","25.700",""
"C0R100","2020-04-19 02:00:00","1006.000","285.000","0.800","17.600","0.990","903.700","","0.000","-99.000","-99.000","-99.000","18.300","","17.600",""
"C0R740","2020-04-19 02:00:00","58.000","83.000","1.300","25.600","0.810","1006.600","","0.000","-99.000","-99.000","-99.000","26.300","","25.000",""
"C0C700","2020-04-19 02:00:00","151.000","125.000","1.300","22.600","0.820","995.800","","0.000","-99.000","-99.000","-99.000","22.800","","22.300",""
"C0W130","2020-04-19 02:00:00","18.000","103.000","1.500","25.100","0.910","1009.000","","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0F9R0","2020-04-19 02:00:00","20.000","0.000","0.000","25.300","1.000","1011.100","","0.000","-99.000","-99.000","-99.000","25.300","","25.000",""
"C0V660","2020-04-19 02:00:00","25.000","117.000","1.500","25.300","0.870","1009.800","","0.000","-99.000","-99.000","-99.000","26.500","","25.300",""
"C0G780","2020-04-19 02:00:00","27.000","60.000","0.600","25.300","0.770","1009.300","","0.000","-99.000","-99.000","-99.000","25.900","","25.200",""
"C0C590","2020-04-19 02:00:00","72.000","172.000","0.700","22.600","0.840","1003.500","","0.000","-99.000","-99.000","-99.000","23.000","","22.600",""
"C0M790","2020-04-19 02:00:00","15.000","53.000","0.400","24.800","0.800","1009.500","","0.000","-99.000","-99.000","-99.000","25.400","","24.700",""
"C0R130","2020-04-19 02:00:00","1040.000","89.000","2.700","19.200","0.690","897.800","","0.000","-99.000","-99.000","-99.000","19.900","","18.700",""
"C0AH30","2020-04-19 02:00:00","755.000","222.000","1.900","18.700","1.000","929.100","","0.000","-99.000","-99.000","-99.000","19.000","","18.400",""
"C0X170","2020-04-19 02:00:00","50.000","0.000","0.000","25.600","0.900","1006.200","","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0K291","2020-04-19 02:00:00","8.000","0.000","0.000","24.300","0.880","1011.900","","0.000","-99.000","-99.000","-99.000","24.600","","24.300",""
"C0D480","2020-04-19 02:00:00","223.000","0.000","0.000","20.800","0.940","986.500","","0.000","-99.000","-99.000","-99.000","21.000","","20.600",""
"C0F0C0","2020-04-19 02:00:00","983.000","177.000","1.500","17.800","0.840","904.600","","0.000","-99.000","-99.000","-99.000","18.000","","17.600",""
"C0U860","2020-04-19 02:00:00","5.000","0.000","0.000","23.300","0.920","1012.200","","0.000","-99.000","-99.000","-99.000","24.100","","23.300",""
"C0UA50","2020-04-19 02:00:00","808.000","0.000","0.200","18.200","1.000","923.500","","0.000","-99.000","-99.000","-99.000","18.600","","18.200",""
"C0X320","2020-04-19 02:00:00","30.000","254.000","0.500","23.700","0.860","1008.300","","0.000","-99.000","-99.000","-99.000","23.700","","22.900",""
"C0T960","2020-04-19 02:00:00","120.000","0.000","0.000","21.300","0.990","999.600","","0.000","-99.000","-99.000","-99.000","22.000","","21.300",""
"C0SA80","2020-04-19 02:00:00","136.000","268.000","0.500","21.800","0.910","998.200","","0.000","-99.000","-99.000","-99.000","22.500","","21.800",""
"C0E780","2020-04-19 02:00:00","160.000","0.000","0.000","23.400","0.840","994.400","","0.000","-99.000","-99.000","-99.000","23.400","","22.400",""
"C0F9Q0","2020-04-19 02:00:00","149.000","131.000","0.900","23.300","0.860","994.600","","0.000","-99.000","-99.000","-99.000","23.400","","22.800",""
"C0F9X0","2020-04-19 02:00:00","166.000","200.000","0.900","24.100","0.820","993.800","","0.000","-99.000","-99.000","-99.000","24.400","","24.100",""
"C0F0D0","2020-04-19 02:00:00","3171.000","157.000","1.700","7.600","0.640","699.500","","0.000","-99.000","-99.000","-99.000","8.200","","6.900",""
"C0S730","2020-04-19 02:00:00","110.000","195.000","6.600","25.000","0.930","1000.400","","0.000","-99.000","-99.000","-99.000","25.100","","25.000",""
"C0T790","2020-04-19 02:00:00","2830.000","13.000","0.700","9.900","0.660","728.500","","0.000","-99.000","-99.000","-99.000","11.100","","9.900",""
"C0V750","2020-04-19 02:00:00","50.000","101.000","0.600","25.900","0.900","1007.800","","0.000","-99.000","-99.000","-99.000","26.200","","25.900",""
"C0K530","2020-04-19 02:00:00","12.000","99.000","0.700","24.500","0.810","1011.100","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0M780","2020-04-19 02:00:00","30.000","0.000","0.000","24.800","0.820","1009.200","","0.000","-99.000","-99.000","-99.000","25.100","","24.600",""
"C0V360","2020-04-19 02:00:00","94.000","155.000","0.400","21.900","0.980","1001.600","","0.000","-99.000","-99.000","-99.000","22.700","","21.600",""
"C0K510","2020-04-19 02:00:00","10.000","64.000","0.300","24.300","0.860","1010.500","","0.000","-99.000","-99.000","-99.000","24.900","","24.300",""
"C0D650","2020-04-19 02:00:00","97.000","189.000","1.800","23.700","0.780","1001.600","","0.000","-99.000","-99.000","-99.000","24.000","","23.600",""
"C0V630","2020-04-19 02:00:00","19.000","72.000","0.800","25.500","0.910","1010.000","","0.000","-99.000","-99.000","-99.000","26.600","","25.500",""
"C0U910","2020-04-19 02:00:00","17.000","296.000","1.100","23.000","0.840","1011.100","","0.000","-99.000","-99.000","-99.000","23.500","","23.000",""
"C0U600","2020-04-19 02:00:00","10.000","280.000","0.500","22.200","0.990","1011.200","","0.000","-99.000","-99.000","-99.000","22.900","","22.200",""
"C0G820","2020-04-19 02:00:00","29.000","0.000","0.000","24.700","0.860","1008.700","","0.000","-99.000","-99.000","-99.000","25.300","","24.700",""
"C0R590","2020-04-19 02:00:00","72.000","246.000","0.700","25.200","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","25.600","","25.100",""
"C0R480","2020-04-19 02:00:00","57.000","0.000","0.000","24.700","0.820","1005.200","","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0X300","2020-04-19 02:00:00","70.000","0.000","0.200","22.600","0.950","1004.200","","0.000","-99.000","-99.000","-99.000","23.000","","22.500",""
"C0U970","2020-04-19 02:00:00","7.000","285.000","0.900","22.800","0.850","1013.100","","0.000","-99.000","-99.000","-99.000","24.000","","22.700",""
"C0SA90","2020-04-19 02:00:00","497.000","191.000","0.400","22.000","0.970","957.300","","0.000","-99.000","-99.000","-99.000","22.200","","22.000",""
"C0R750","2020-04-19 02:00:00","551.000","103.000","4.900","22.400","1.000","951.600","","0.000","-99.000","-99.000","-99.000","22.600","","22.400",""
"C0R340","2020-04-19 02:00:00","230.000","0.000","0.000","22.800","0.980","986.700","","0.000","-99.000","-99.000","-99.000","23.300","","22.800",""
"C0M750","2020-04-19 02:00:00","10.000","101.000","1.000","25.200","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","25.600","","24.900",""
"C0I110","2020-04-19 02:00:00","161.000","46.000","1.200","24.200","0.810","995.000","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0V370","2020-04-19 02:00:00","74.000","0.000","0.000","22.700","1.000","1004.600","","0.000","-99.000","-99.000","-99.000","24.000","","22.700",""
"C0C690","2020-04-19 02:00:00","242.000","198.000","0.600","21.700","0.800","985.000","","0.000","-99.000","-99.000","-99.000","22.100","","21.700",""
"C0A540","2020-04-19 02:00:00","401.000","0.000","0.000","19.000","0.980","967.300","","0.000","-99.000","-99.000","-99.000","19.800","","19.000",""
"C0SA60","2020-04-19 02:00:00","6.000","360.000","0.700","22.300","0.910","1012.100","","0.000","-99.000","-99.000","-99.000","23.800","","22.300",""
"C0H950","2020-04-19 02:00:00","192.000","0.000","0.000","21.100","0.980","991.300","","0.000","-99.000","-99.000","-99.000","22.100","","21.100",""
"C0O960","2020-04-19 02:00:00","112.000","0.000","0.000","23.900","0.890","998.700","","0.000","-99.000","-99.000","-99.000","24.400","","23.900",""
"C0E880","2020-04-19 02:00:00","507.000","231.000","2.000","22.000","0.990","956.000","","0.000","-99.000","-99.000","-99.000","22.200","","21.500",""
"C0R820","2020-04-19 02:00:00","588.000","29.000","0.300","20.700","0.750","948.500","","0.000","-99.000","-99.000","-99.000","21.500","","20.700",""
"C0R680","2020-04-19 02:00:00","13.000","89.000","1.600","26.700","0.910","1012.000","","0.000","-99.000","-99.000","-99.000","26.800","","26.700",""
"C0X210","2020-04-19 02:00:00","38.000","0.000","0.000","24.700","0.860","1006.300","","0.000","-99.000","-99.000","-99.000","24.800","","23.900",""
"C0D430","2020-04-19 02:00:00","87.000","0.000","0.000","21.900","0.970","1001.800","","0.000","-99.000","-99.000","-99.000","22.100","","21.900",""
"C0AD30","2020-04-19 02:00:00","20.000","160.000","0.300","23.900","0.750","1008.600","","0.000","-99.000","-99.000","-99.000","24.200","","23.800",""
"C0R240","2020-04-19 02:00:00","87.000","101.000","0.700","23.100","0.830","1002.100","","0.000","-99.000","-99.000","-99.000","23.500","","22.500",""
"C0AI30","2020-04-19 02:00:00","26.000","156.000","0.400","23.200","0.900","1010.600","","0.000","-99.000","-99.000","-99.000","23.600","","23.200",""
"C0U960","2020-04-19 02:00:00","1885.000","10.000","2.200","12.000","0.940","815.100","","0.000","-99.000","-99.000","-99.000","13.300","","12.000",""
"C0K400","2020-04-19 02:00:00","65.000","0.000","0.200","23.800","0.960","1005.600","","0.000","-99.000","-99.000","-99.000","24.700","","23.800",""
"C0I370","2020-04-19 02:00:00","671.000","353.000","0.300","19.400","0.930","939.400","","0.000","-99.000","-99.000","-99.000","20.200","","19.400",""
"C0S750","2020-04-19 02:00:00","2280.000","282.000","1.200","11.300","0.780","775.200","","0.000","-99.000","-99.000","-99.000","11.300","","10.800",""
"C0R650","2020-04-19 02:00:00","29.000","153.000","0.300","24.700","0.990","1010.300","","0.000","-99.000","-99.000","-99.000","25.800","","24.700",""
"C0E740","2020-04-19 02:00:00","27.000","0.000","0.000","23.900","0.940","-99.000","","0.000","-99.000","-99.000","-99.000","24.000","","23.500",""
"C0AI20","2020-04-19 02:00:00","25.000","221.000","1.600","22.300","0.800","1009.600","","0.000","-99.000","-99.000","-99.000","22.900","","22.100",""
"C0X060","2020-04-19 02:00:00","19.000","0.000","0.000","24.000","0.880","1011.900","","0.000","-99.000","-99.000","-99.000","25.700","","24.000",""
"C0R510","2020-04-19 02:00:00","31.000","174.000","0.500","25.500","0.860","1008.000","","0.000","-99.000","-99.000","-99.000","26.500","","25.500",""
"C0UA70","2020-04-19 02:00:00","547.000","253.000","2.000","19.900","0.990","952.200","","0.000","-99.000","-99.000","-99.000","20.100","","19.800",""
"C0G740","2020-04-19 02:00:00","24.000","53.000","0.700","24.500","0.830","1009.900","","0.000","-99.000","-99.000","-99.000","24.800","","24.500",""
"C0F9N0","2020-04-19 02:00:00","75.000","90.000","0.500","24.500","0.770","1003.900","","0.000","-99.000","-99.000","-99.000","24.600","","24.200",""
"C0F9T0","2020-04-19 02:00:00","111.000","308.000","0.300","24.700","0.770","999.300","","0.000","-99.000","-99.000","-99.000","25.600","","24.700",""
"C0S710","2020-04-19 02:00:00","382.000","0.000","0.000","21.400","0.860","971.500","","0.000","-99.000","-99.000","-99.000","21.600","","21.000",""
"C0M680","2020-04-19 02:00:00","37.000","0.000","0.000","24.800","0.880","1009.700","","0.000","-99.000","-99.000","-99.000","25.000","","24.700",""
"C0X220","2020-04-19 02:00:00","26.000","0.000","0.000","25.300","0.800","1009.300","","0.000","-99.000","-99.000","-99.000","25.700","","25.100",""
"C0R560","2020-04-19 02:00:00","22.000","121.000","0.700","24.900","0.890","1010.500","","0.000","-99.000","-99.000","-99.000","26.100","","24.900",""
"C0F9P0","2020-04-19 02:00:00","26.000","0.000","0.200","25.000","0.920","1010.300","","0.000","-99.000","-99.000","-99.000","25.100","","24.700",""
"C0O970","2020-04-19 02:00:00","71.000","93.000","1.200","23.500","0.930","1004.200","","0.000","-99.000","-99.000","-99.000","23.900","","23.300",""
"C0F0B0","2020-04-19 02:00:00","311.000","280.000","0.500","21.900","0.890","977.900","","0.000","-99.000","-99.000","-99.000","21.900","","21.600",""
"C0R700","2020-04-19 02:00:00","19.000","78.000","3.300","26.800","0.740","1010.800","","0.000","-99.000","-99.000","-99.000","27.100","","26.800",""
"C0R780","2020-04-19 02:00:00","72.000","148.000","2.400","26.400","0.870","1006.700","","0.000","-99.000","-99.000","-99.000","26.600","","26.400",""
"C0R620","2020-04-19 02:00:00","34.000","134.000","1.700","26.000","0.930","1010.100","","0.000","-99.000","-99.000","-99.000","26.200","","26.000",""
